destination,country,description,category,average_cost,weather,activities,image_url
Reykjavik,Iceland,"Ciudad nórdica con paisajes únicos, geiseres y auroras boreales",Aventura,2010.67,Frío,"Geiseres, excursiones",https://images.unsplash.com/photo-1602167352863-04e8d262d56f
Paris,France,Ciudad romántica con gran riqueza cultural y gastronómica,Relax,2073.57,Templado,"gastronomía, monumentos",https://images.unsplash.com/photo-1502602898657-3e91760cbb34
Lyon,France,Centro gastronómico y patrimonial con barrios medievales y riberas del Ródano,Urbano,1096.14,Templado,"Gastronomía, museos",https://images.unsplash.com/photo-1602087594298-706ccc894bfd
Marseille,France,"Puerto mediterráneo con mezcla cultural, mercados y costa",Cultural,1052.19,Cálido,"Playas, puerto viejo, gastronomía, local museums",https://images.unsplash.com/photo-1739353190153-f857475cf242
Nice,France,"Destino en la Riviera con paseo marítimo, playas y clima suave",Playa,1239.03,Cálido,"Playas, paseos, museos, shopping",https://images.unsplash.com/photo-1643914729809-4aa59fdc4c17
Bordeaux,France,Región vinícola famosa por sus bodegas y arquitectura del siglo XVIII,Cultural,1027.71,Templado,"Visitas a bodegas, gastronomía",https://images.unsplash.com/photo-1655574282152-8f3fbdfa8da4
Rome,Italy,Centro histórico con arquitectura milenaria y gastronomía reconocida,Histórico,1538.51,Templado,"Ruinas, recorridos guiados",https://images.unsplash.com/photo-1552832230-c0197dd311b5
Venice,Italy,Ciudad única construida sobre canales con gran atractivo turístico,Aventura,1921.06,Templado,"Paseos en góndola, museos, tours históricos, local museums",https://plus.unsplash.com/premium_photo-1661963047742-dabc5a735357
Florence,Italy,Capital del Renacimiento y una de las ciudades más artísticas de Europa,Cultural,1163.1,Templado,"Museos, galerías, arquitectura, food tours",https://images.unsplash.com/photo-1476362174823-3a23f4aa6d76
Milan,Italy,Centro financiero y de la moda con catedrales y shopping de alto nivel,Urbano,1681.85,Templado,"Compras, arquitectura, gastronomía, shopping",https://images.unsplash.com/photo-1667020938802-2a2394842adf
Naples,Italy,"Ciudad histórica junto al Vesubio, puerta a Pompeya y la costa amalfitana",Histórico,1443.58,Cálido,"gastronomía, paseos costeros",https://images.unsplash.com/photo-1612698093158-e07ac200d44e
Barcelona,Spain,Ciudad mediterránea con arquitectura única y vida nocturna activa,Urbano,1658.35,Cálido,"Playas, arte, gastronomía, photo spots",https://images.unsplash.com/photo-1464790719320-516ecd75af6c
Madrid,Spain,"Capital de España con museos, parques y un ambiente moderno",Urbano,1506.82,Templado,"Museos, gastronomía",https://images.unsplash.com/photo-1543783207-ec64e4d95325
Seville,Spain,"Corazón andaluz con palacios, flamenco y casco histórico atractivo",Histórico,1183.77,Cálido,"flamenco, recorridos a pie",https://images.unsplash.com/photo-1656596297359-7cfc62018427
Valencia,Spain,"Ciudad costera con arquitectura moderna, playas y paella tradicional",Cultural,1220.1,Cálido,"Playas, ciencia y arte",https://plus.unsplash.com/premium_photo-1697729417574-e41f0c327665
Granada,Spain,Ciudad andaluza con la Alhambra y barrios históricos sobre la sierra,Cultural,1059.15,Templado,"Palacios, senderismo, gastronomía, food tours",https://images.unsplash.com/photo-1564740603199-5f56138c6679
Berlin,Germany,Ciudad moderna con historia reciente y vibrante vida cultural,Urbano,1843.45,Frío,"Museos, tours históricos, música, adventure park",https://images.unsplash.com/photo-1528728329032-2972f65dfb3f
Munich,Germany,"Ciudad tradicional bávara, famosa por su arquitectura y festivales",Cultural,1912.13,Frío,"Museos, cervecerías, recorridos, food tours",https://images.unsplash.com/photo-1649609765902-254a227dc960
Hamburg,Germany,"Puerto importante con canales, vida cultural y música",Urbano,1342.8,Frío,"museos, conciertos",https://images.unsplash.com/photo-1685113349417-2f2e20a94782
Cologne,Germany,Ciudad histórica a orillas del Rin con catedral gótica imponente,Histórico,1019.78,Frío,"Catedral, museos, paseos en barco, adventure park",https://images.unsplash.com/photo-1722722864801-962b94fbb715
Frankfurt,Germany,Centro financiero con rascacielos y buenos enlaces para negocios,Urbano,1729.62,Frío,"museos, gastronomía",https://images.unsplash.com/photo-1650024001493-1c060d666102
Amsterdam,Netherlands,Ciudad de canales con un ambiente relajado y museos importantes,Urbano,1536.14,Frío,"Museos, paseos en bicicleta, food tours",https://images.unsplash.com/photo-1745600117455-d93609ff9fbd
Rotterdam,Netherlands,Puerto moderno con arquitectura contemporánea y vida cultural activa,Familiar,1349.09,Frío,"Arquitectura, museos, puerto, adventure park",https://plus.unsplash.com/premium_photo-1716296465623-75be56e8036d
Utrecht,Netherlands,Ciudad universitaria con canales tranquilos y patrimonio medieval,Cultural,1504.14,Frío,"Paseos, cafés",https://plus.unsplash.com/premium_photo-1694475538376-606f114e0853
The Hague,Netherlands,Sede de instituciones internacionales y playas cercanas,Urbano,1691.97,Frío,"Instituciones, playas, museos, adventure park",https://images.unsplash.com/photo-1594477778796-48c808b4c443
Maastricht,Netherlands,"Ciudad histórica en el sur, famosa por su centro peatonal y gastronomía",Cultural,1162.35,Templado,"Paseos, gastronomía, festivales, adventure park",https://images.unsplash.com/photo-1682285323616-b1f6ab16b96b
Brussels,Belgium,Ciudad multicultural con arquitectura clásica y excelente gastronomía,Cultural,1691.53,Frío,"Museos, tours",https://images.unsplash.com/photo-1575845664732-ee40fdc525a3
Tokyo,Japan,Megaciudad tecnológica con tradición cultural milenaria,Aventura,2597.18,Templado,"Museos, templos, compras, photo spots",https://images.unsplash.com/photo-1549693578-d683be217e58
Kyoto,Japan,"Capital cultural de Japón, famosa por templos, jardines y tradiciones",Cultural,2015.63,Templado,"jardines, ceremonias",https://images.unsplash.com/photo-1545569341-9eb8b30979d9
Osaka,Japan,Ciudad moderna llena de gastronomía y entretenimiento,Familiar,1934.46,Templado,"Compras, parques, museos, photo spots",https://images.unsplash.com/photo-1542210940661-5f91cb7afe02
Hiroshima,Japan,Ciudad histórica conocida por su memorial de la paz y cultura contemporánea,Histórico,1256.23,Templado,"Museos, memoriales, gastronomía, food tours",https://images.unsplash.com/photo-1669777776138-0cabf8027f37
Sapporo,Japan,"Capital de Hokkaido, famosa por nieve, cerveza y festivales de invierno",Aventura,2016.45,Frío,"Festivales, esquí",https://plus.unsplash.com/premium_photo-1724593825200-39731dcdacf8
Seoul,South Korea,"Ciudad moderna con cultura pop, tecnología y palacios históricos",Urbano,1699.55,Frío,"Compras, templos, gastronomía, food tours",https://images.unsplash.com/photo-1506816561089-5cc37b3aa9b0?
Busan,South Korea,Ciudad costera famosa por playas y mercados tradicionales,Playa,1747.69,Cálido,"Playas, senderismo, mercados, photo spots",https://plus.unsplash.com/premium_photo-1661886360250-87b18410aefd
Daegu,South Korea,"Ciudad con tradición textil, festivales culturales y mercados locales",Urbano,1426.26,Templado,"festivales, gastronomía",https://images.unsplash.com/photo-1663670889635-0aabebf112ba
Incheon,South Korea,Importante puerto y hub cercano a Seúl con ocio y playas urbanas,Relax,1009.52,Templado,"Playas, paseos, gastronomía, food tours",https://images.unsplash.com/photo-1641773861272-d2ce368924bc
Jeju,South Korea,"Isla volcánica con paisajes naturales, cascadas y playas volcánicas",Aventura,1466.79,Templado,"Senderismo, playas, tours naturales, food tours",https://images.unsplash.com/photo-1701178086825-c1ca5fab2f34
Bangkok,Thailand,"Ciudad vibrante con templos, mercados nocturnos y gastronomía",Cultural,1372.85,Tropical,"Templos, compras, gastronomía, shopping",https://images.unsplash.com/photo-1506973035872-a4ec16b8e8d9
Phuket,Thailand,Isla tropical famosa por playas y actividades acuáticas,Playa,1235.92,Tropical,"snorkel, paseos en barco",https://images.unsplash.com/photo-1507525428034-b723cf961d3e
Bali,Indonesia,"Isla paradisíaca con playas, templos y naturaleza exuberante",Naturaleza,1673.18,Tropical,"Surf, templos, senderismo, photo spots",https://plus.unsplash.com/premium_photo-1677829177642-30def98b0963
Singapore,Singapore,"Ciudad-estado moderna, organizada y multicultural",Urbano,1785.46,Tropical,"Compras, parques, gastronomía, food tours",https://plus.unsplash.com/premium_photo-1697730373939-3ebcaa9d295e
Sydney,Australia,Ciudad costera famosa por la Opera House y sus playas,Urbano,2560.79,Templado,"parques, museos",https://plus.unsplash.com/premium_photo-1697730221799-f2aa87ab2c5d
Melbourne,Australia,Ciudad cultural con excelente calidad de vida y arte urbano,Cultural,2382.32,Templado,"Museos, galerías",https://plus.unsplash.com/premium_photo-1733338816344-1a21444a646f
Auckland,New Zealand,"Ciudad rodeada de naturaleza, volcanes y actividades al aire libre",Aventura,2680.07,Templado,"Senderismo, tours, navegación, local museums",https://images.unsplash.com/photo-1507699622108-4be3abd695ad
Toronto,Canada,"Ciudad multicultural con museos, parques y vida urbana activa",Urbano,1796.14,Frío,"parques, gastronomía",https://plus.unsplash.com/premium_photo-1694475481348-7cbe417be129
Vancouver,Canada,"Ciudad costera rodeada de montañas, ideal para actividades al aire libre",Aventura,1761.6,Frío,"Senderismo, esquí, tours, photo spots",https://images.unsplash.com/photo-1506811238036-c14a9b4e0a83
New York,USA,"Ciudad icónica con rascacielos, museos y amplia vida cultural",Urbano,2126.37,Frío,"Museos, espectáculos",https://plus.unsplash.com/premium_photo-1714051660720-888e8454a021
Los Angeles,USA,"Ciudad costera con clima cálido, playas y entretenimiento",Playa,2239.79,Cálido,"Playas, tours, gastronomía, photo spots",https://images.unsplash.com/photo-1597982087634-9884f03198ce
Miami,USA,Destino playero internacional con vida nocturna y clima tropical,Relax,1354.56,Tropical,"Playas, gastronomía",https://plus.unsplash.com/premium_photo-1697730215093-baeae8060bfe
San Francisco,USA,"Ciudad costera con puente icónico, colinas y escena tecnológica",Urbano,1717.11,Templado,"Puente, gastronomía",https://images.unsplash.com/photo-1597388708659-93999d38d96a
Chicago,USA,Ciudad con bastantes edificios y vida cultural activa,Urbano,1711.08,Frío,gastronomía,https://images.unsplash.com/photo-1706020117675-0cfade6b45bd
Cusco,Peru,Capital histórica del imperio Inca y puerta a Machu Picchu,Histórico,1437.68,Frío,"Ruinas, trekking, cultura, local museums",https://images.unsplash.com/photo-1526392060635-9d6019884377
Lima,Peru,Capital gastronómica de Sudamérica con clima templado y costa,Urbano,1015.92,Templado,"Gastronomía, museos",https://images.unsplash.com/photo-1577587230708-187fdbef4d91
Arequipa,Peru,Ciudad colonial rodeada de volcanes y arquitectura con sillar blanco,Histórico,1103.57,Templado,"City tours, museos",https://plus.unsplash.com/premium_photo-1697730225889-8d7fccad86a2
Trujillo,Peru,Ciudad costera norteña con patrimonio colonial y Huacas precolombinas,Cultural,734.2,Templado,"Sitios arqueológicos, playas, gastronomía, local museums",https://plus.unsplash.com/premium_photo-1697730089767-45e915ef27f9
Iquitos,Peru,Puerta de entrada a la Amazonía peruana con eco-turismo fluvial,Aventura,1098.67,Tropical,"Excursiones en la selva, fauna, mercados, local museums",https://images.unsplash.com/photo-1588837276720-2d2c1de8d05f?
Buenos Aires,Argentina,Capital vibrante con cultura europea y vida nocturna activa,Urbano,1131.18,Templado,"Museos, tango, recorridos urbanos, shopping",https://plus.unsplash.com/premium_photo-1697729901052-fe8900e24993
Rio de Janeiro,Brazil,"Ciudad tropical famosa por playas, samba y el Cristo Redentor",Playa,1603.7,Tropical,"Playas, senderismo, tours, photo spots",https://plus.unsplash.com/premium_photo-1671211307997-f4f552b0601c
São Paulo,Brazil,A beautiful place to enjoy compras and experience cold weather.,Aventura,4060.38,Tropical,surfing,https://images.unsplash.com/photo-1554168848-228452c09d60
Santiago,Chile,Capital moderna rodeada de montañas y viñedos,Urbano,1644.19,Templado,"Viñedos, museos",https://images.unsplash.com/photo-1689850543263-01a52ccc6943
Cape Town,South Africa,"Ciudad costera con montañas, playas y vida silvestre",Aventura,2064.44,Templado,"Playas, senderismo",https://images.unsplash.com/photo-1649148389196-51743eafef3f
Cairo,Egypt,"Ciudad histórica con pirámides, museos y mercado tradicional",Histórico,1211.2,Cálido,"Pirámides, museos",https://images.unsplash.com/photo-1626692880062-35c360fb6afc
Giza,Egypt,"Ubicación de las famosas pirámides y la Esfinge, a las afueras de El Cairo",Histórico,1663.92,Cálido,"Pirámides, visitas arqueológicas, paseos en camello, food tours",https://images.unsplash.com/photo-1666136242373-f060fff09729
Luxor,Egypt,Antigua Tebas con templos y el Valle de los Reyes,Histórico,1357.69,Cálido,"Templos, excursiones en faluca",https://plus.unsplash.com/premium_photo-1661962355663-2a435ccf844d
Aswan,Egypt,"Tranquila ciudad del sur con represa, templos y acceso al Nilo",Cultural,1369.29,Cálido,"Paseos por el Nilo, templos",https://plus.unsplash.com/premium_photo-1694475193074-914ee0eb7308
Alexandria,Egypt,Puerto mediterráneo con historia greco-romana y bibliotecas,Cultural,981.04,Cálido,"Museos, patrimonio",https://images.unsplash.com/photo-1633624646814-3a61ed3e2847
Dubai,United Arab Emirates,"Ciudad futurista con desierto, rascacielos y lujo",Relax,1750.78,Cálido,"Compras, desierto, tours, food tours",https://images.unsplash.com/photo-1512453979798-5ea266f8880c
Marrakech,Morocco,"Ciudad tradicional famosa por mercados, arquitectura y desierto",Cultural,1173.74,Cálido,"Mercados, tours",https://images.unsplash.com/photo-1624805098931-098c0d918b34
Athens,Greece,Ciudad histórica con ruinas antiguas y clima mediterráneo,Histórico,1425.33,Cálido,"museos, gastronomía",https://images.unsplash.com/photo-1603565816030-6b389eeb23cb
Santorini,Greece,"Isla volcánica famosa por sus vistas, playas y arquitectura blanca",Playa,1850.3,Cálido,"Playas, gastronomía",https://images.unsplash.com/photo-1688664562000-4c1f7cdb48f8
Mykonos,Greece,"Isla conocida por playas, vida nocturna y arquitectura cicládica",Playa,2120.74,Cálido,"Playas, vida nocturna, navegación, adventure park",https://images.unsplash.com/photo-1601581875309-fafbf2d3ed3a
Thessaloniki,Greece,"Segunda ciudad del país con historia, gastronomía y costa",Familiar,1269.02,Templado,"Museos, vida nocturna",https://plus.unsplash.com/premium_photo-1661948398544-385ffa745b48
Heraklion,Greece,"Puerto principal de Creta, puerta a playas y sitios arqueológicos",Aventura,1275.24,Cálido,"Playa, arqueología, gastronomía, food tours",https://images.unsplash.com/photo-1660806886383-d8558af05201
Reykjavik,Iceland,"Ciudad nórdica con paisajes únicos, geiseres y auroras boreales",Aventura,2817.35,Frío,"termas, excursiones",https://images.unsplash.com/photo-1602167352863-04e8d262d56f
Paris,France,Ciudad romántica con gran riqueza cultural y gastronómica,Cultural,2197.49,Templado,"Museos, gastronomía, monumentos, local museums",https://images.unsplash.com/photo-1502602898657-3e91760cbb34
Lyon,France,Centro gastronómico y patrimonial con barrios medievales y riberas del Ródano,Urbano,1502.05,Templado,"Gastronomía, paseos a pie, museos, local museums",https://images.unsplash.com/photo-1602087594298-706ccc894bfd
Marseille,France,"Puerto mediterráneo con mezcla cultural, mercados y costa",Cultural,1404.68,Cálido,"Playas, puerto viejo, gastronomía, local museums",https://images.unsplash.com/photo-1739353190153-f857475cf242
